timeStamp,Year,Day,Hour,B,BX_GSE_GSM,BY_GSE,BZ_GSE,BZ_GSM,Speed,Vy,Vz,Proton_Density,Proton_Temperature,Flow_Pressure,Electric_Field,s_c_X_GSE,s_c_Y_GSE,s_c_Z_GSE,BSN_location_X_GSE,BSN_location_Z_GSE,Dst
2024-10-04 00:00:00,2024.0,278.0,0.0,6.895333333333334,5.146333333333333,-3.5906666666666665,-0.1564999999999999,0.7746666666666666,345.61400000000003,1.932,6.972,8.2548,93910.6,1.9748,-0.248,198.4492,7.2728,-10.72,13.286333333333332,-0.3311666666666666,16.0
2024-10-04 01:00:00,2024.0,278.0,1.0,8.0315,-0.2255,-6.521333333333333,-2.7625,-0.8333333333333334,381.2,-6.184313725490195,-12.619607843137254,7.095294117647059,67223.19607843137,2.061176470588235,0.4211764705882353,198.4447058823529,7.470196078431373,-10.72,12.8705,0.4101666666666667,17.0
2024-10-04 02:00:00,2024.0,278.0,2.0,8.334166666666667,0.4705,-6.982333333333333,-2.9153333333333333,-0.6105,380.1607843137255,-4.349019607843138,-12.301960784313724,6.586274509803921,62458.05882352941,1.9045098039215684,0.2007843137254902,198.43843137254905,7.653529411764706,-10.72,13.075333333333331,0.4485,17.0
2024-10-04 03:00:00,2024.0,278.0,3.0,8.258983050847457,0.9291525423728814,-7.363559322033898,-3.050508474576271,-0.3220338983050847,371.4588235294118,-9.847058823529412,-11.827450980392156,6.497843137254901,63980.86274509804,1.7933333333333332,0.1366666666666666,198.43960784313725,7.804509803921568,-10.713921568627452,13.240169491525425,0.46,17.0
2024-10-04 04:00:00,2024.0,278.0,4.0,8.012363636363636,2.768181818181818,-5.3741818181818175,-3.7981818181818174,-1.4576363636363636,360.7,4.107142857142857,-18.923809523809524,6.456428571428572,74350.52380952382,1.6783333333333332,0.5971794871794872,198.43214285714285,7.958095238095238,-10.711428571428574,13.218,0.6590909090909091,16.0
2024-10-04 05:00:00,2024.0,278.0,5.0,8.132931034482759,2.531034482758621,-6.384310344827586,-2.858793103448276,0.1129310344827586,360.092,-2.534,-10.17,6.4034,74820.12,1.6635999999999995,-0.044,198.43,8.123199999999999,-10.71,13.423620689655174,0.3237931034482759,19.0
2024-10-04 06:00:00,2024.0,278.0,6.0,8.036333333333333,3.7811666666666666,-6.223833333333333,-0.8963333333333333,2.061,353.9458333333334,-6.583333333333333,-2.7,6.31625,80371.70833333333,1.5841666666666667,-0.7970833333333333,198.42666666666665,8.296041666666666,-10.71,13.746,0.2168333333333333,22.0
2024-10-04 07:00:00,2024.0,278.0,7.0,7.781864406779661,2.111186440677966,-5.795084745762712,0.1189830508474576,2.9377966101694915,368.4018867924528,-1.630188679245283,3.232075471698113,6.350754716981132,91561.43396226416,1.7230188679245282,-1.0415384615384615,198.42415094339623,8.469811320754717,-10.71,13.557118644067796,-0.1967796610169491,22.0
2024-10-04 08:00:00,2024.0,278.0,8.0,7.372333333333333,1.872,-3.5455,4.1505,5.388833333333333,371.52653061224487,16.00408163265306,29.687755102040818,6.585918367346938,101443.89795918368,1.819183673469388,-1.869591836734693,198.42040816326528,8.637551020408164,-10.71,13.5405,-1.1321666666666668,22.0
2024-10-04 09:00:00,2024.0,278.0,9.0,7.575454545454545,0.5298181818181819,-6.309272727272727,-0.2552727272727272,3.113636363636364,376.45714285714286,-7.102380952380953,-6.057142857142857,6.558095238095238,118387.95238095238,1.8576190476190475,-0.9860975609756096,198.41547619047617,8.80595238095238,-10.71,13.402181818181818,0.023090909090909,21.0
2024-10-04 10:00:00,2024.0,278.0,10.0,7.251694915254237,1.875084745762712,-2.3584745762711865,0.7076271186440678,1.852881355932204,375.5288461538461,17.526923076923076,1.921153846153846,6.614230769230769,119499.84615384616,1.864423076923077,-0.6321153846153845,198.4121153846154,8.958461538461538,-10.71,13.181186440677967,-0.1298305084745762,20.0
