timeStamp,Year,Day,Hour,B,BX_GSE_GSM,BY_GSE,BZ_GSE,BZ_GSM,Speed,Vy,Vz,Proton_Density,Proton_Temperature,Flow_Pressure,Electric_Field,s_c_X_GSE,s_c_Y_GSE,s_c_Z_GSE,BSN_location_X_GSE,BSN_location_Z_GSE,Dst
2025-08-08 15:00:00,2025.0,220.0,15.0,13.3375,-6.784666666666666,9.868,-4.63,-7.836666666666667,403.0125,-38.98333333333333,-9.4875,20.715,155009.5,6.806041666666666,3.2314583333333338,224.28729166666668,-103.48312500000002,2.60125,10.658166666666666,0.267,-18.0
2025-08-08 16:00:00,2025.0,220.0,16.0,14.345263157894738,-5.475964912280702,11.205087719298245,0.0347368421052631,-3.538771929824561,409.4884615384616,-40.93653846153846,-19.423076923076923,17.849615384615383,207413.6923076923,5.9946153846153845,1.5037254901960784,224.2428846153846,-103.49115384615384,2.588846153846154,11.22280701754386,0.6024561403508771,-24.0
2025-08-08 17:00:00,2025.0,220.0,17.0,15.762166666666667,-2.118,12.758,-5.554833333333334,-8.862833333333333,426.06078431372543,-37.94901960784314,-3.425490196078432,17.08627450980392,223952.82352941172,6.203333333333333,3.8076470588235294,224.1964705882353,-103.50372549019608,2.5711764705882354,10.7085,0.1316666666666666,-16.0
2025-08-08 18:00:00,2025.0,220.0,18.0,15.787719298245614,-4.302105263157895,13.566666666666666,-4.127017543859649,-7.191403508771931,439.7871794871795,-29.741025641025644,-8.441025641025641,17.126153846153844,222573.717948718,6.638717948717949,3.0992105263157894,224.14641025641023,-103.51435897435896,2.555641025641026,10.777368421052632,0.1798245614035087,-16.0
2025-08-08 19:00:00,2025.0,220.0,19.0,14.491754385964912,-7.845614035087719,8.706140350877194,-2.579473684210526,-4.216666666666667,440.4851063829787,-6.285106382978723,8.01063829787234,18.25127659574468,262142.97872340423,7.095744680851064,1.7514893617021274,224.0908510638298,-103.52617021276596,2.537659574468085,10.772631578947369,-0.1498245614035087,-21.0
2025-08-08 20:00:00,2025.0,220.0,20.0,14.466666666666669,-7.0745000000000005,7.406333333333333,-5.024666666666667,-6.1915,458.25,22.52962962962963,30.116666666666667,18.064074074074075,286590.31481481483,7.593518518518518,2.7192592592592595,224.0327777777778,-103.53851851851852,2.5198148148148145,10.177833333333332,-0.6846666666666666,-28.0
2025-08-08 21:00:00,2025.0,220.0,21.0,12.3645,-7.635499999999999,6.293333333333334,0.9621666666666668,0.0201666666666665,454.4114285714286,31.52,13.094285714285714,17.910285714285713,285991.28571428574,7.445428571428571,0.4574285714285713,223.9857142857143,-103.54971428571427,2.504857142857143,10.811666666666667,-0.1775,-36.0
2025-08-08 22:00:00,2025.0,220.0,22.0,12.807666666666668,0.9641666666666666,-5.5921666666666665,1.7733333333333334,2.527833333333333,502.54285714285714,100.70571428571428,-1.5599999999999998,17.813714285714287,273993.8857142857,9.070857142857143,-0.9902857142857144,223.9445714285714,-103.55828571428572,2.4905714285714287,10.231833333333332,0.0583333333333333,-21.0
2025-08-08 23:00:00,2025.0,220.0,23.0,14.587457627118644,7.899152542372882,-10.346610169491528,6.423898305084745,7.823559322033899,538.7191489361702,121.37234042553192,-28.07234042553192,17.056382978723402,260243.1489361702,9.898510638297871,-4.2597872340425535,223.8842553191489,-103.57255319148936,2.47,10.16322033898305,0.5528813559322033,-9.0
2025-08-09 00:00:00,2025.0,221.0,0.0,14.717796610169492,-1.1683050847457628,-0.2927118644067795,2.175254237288136,2.1547457627118645,487.4638888888889,54.730555555555554,-4.111111111111111,15.424166666666666,247810.36111111112,7.395277777777778,-1.7366666666666666,223.8333333333333,-103.58583333333334,2.454166666666667,10.633220338983053,0.0533898305084745,-9.0
2025-08-09 01:00:00,2025.0,221.0,1.0,14.455666666666668,-5.635833333333333,12.7595,-2.284666666666667,-4.505,461.2915254237288,-10.013559322033895,10.794915254237289,16.122881355932204,204386.57627118644,6.862372881355932,2.097627118644068,223.78813559322035,-103.58627118644068,2.4379661016949155,10.947833333333334,-0.246,-20.0
2025-08-09 02:00:00,2025.0,221.0,2.0,14.929,-6.244666666666666,11.6045,-6.4995,-8.765333333333333,458.0519230769231,12.7,34.52884615384615,15.067692307692308,188139.6923076923,6.318269230769231,3.9421153846153847,223.7382692307692,-103.59596153846154,2.4240384615384616,10.442833333333336,-0.821,-27.0
2025-08-09 03:00:00,2025.0,221.0,3.0,14.897666666666668,-7.229,11.169333333333332,-5.9295,-8.477,453.1,19.19272727272727,50.50545454545455,12.440363636363635,182944.2909090909,5.110363636363636,3.91090909090909,223.6869090909091,-103.606,2.407636363636364,10.874,-1.1763333333333332,-41.0
