obsTime,DSTKyoto.dst,DSTKyoto.ist,DSTKyoto.est,DSTKyoto_MagCNN.dst,DSTKyoto_MagCNN.ist,DSTKyoto_MagCNN.est
2024-01-01 00:00:00,4,3.13766,-0.137657,-5.09978,0.55665,-5.65643
2024-01-01 01:00:00,5,3.63148,1.36852,-6.11178,0.241999,-6.35378
2024-01-01 02:00:00,7,4.13863,2.86137,-5.27943,0.500433,-5.77986
2024-01-01 03:00:00,8,3.46715,1.53285,-5.50062,0.424583,-5.9252
2024-01-01 04:00:00,7,2.86944,0.130562,-3.66778,0.965593,-4.63337
2024-01-01 05:00:00,7,3.18459,0.815412,-0.860046,1.75817,-2.61822
2024-01-01 06:00:00,9,4.0491,2.9509,-0.0900184,1.91731,-2.00733
2024-01-01 07:00:00,8,3.39104,1.60896,0.0896437,1.9244,-1.83476
2024-01-01 08:00:00,6,3.10105,0.898948,1.28572,2.24666,-0.960941
2024-01-01 09:00:00,7,2.81801,0.181987,0.177238,1.87674,-1.69951
2024-01-01 10:00:00,4,2.24741,-1.24741,0.384959,1.93369,-1.54873
2024-01-01 11:00:00,-2,1.40688,-3.40688,-8.2272,-0.616775,-7.61042
2024-01-01 12:00:00,-2,2.36504,-1.36504,-10.0562,-1.00202,-9.05418
2024-01-01 13:00:00,1,2.63611,-0.636114,-5.833,0.336711,-6.16971
2024-01-01 14:00:00,8,4.087,2.913,-1.71701,1.5189,-3.23591
2024-01-01 15:00:00,4,2.21615,-1.21615,-6.75743,-0.0435959,-6.71383
2024-01-01 16:00:00,-3,-0.659907,-8.34009,-14.1207,-2.14465,-11.9761
2024-01-01 17:00:00,-12,-3.98461,-17.0154,-20.3485,-3.81425,-16.5342
2024-01-01 18:00:00,-14,-3.37214,-16.6279,-22.0346,-4.11847,-17.9161
2024-01-01 19:00:00,-9,-0.882715,-11.1173,-16.6803,-2.41122,-14.2691
2024-01-01 20:00:00,-5,-0.352665,-9.64734,-13.3131,-1.44048,-11.8726
2024-01-01 21:00:00,-1,0.499975,-7.49997,-18.5636,-3.03373,-15.5299
2024-01-01 22:00:00,-3,-0.14641,-8.85359,-27.4107,-5.54541,-21.8653
2024-01-01 23:00:00,-1,1.34651,-5.34651,-25.5473,-4.78301,-20.7643
2024-01-02 00:00:00,-1,1.8485,-3.8485,-23.8543,-4.21705,-19.6373
2024-01-02 01:00:00,-2,1.48241,-4.48241,-20.9968,-3.35174,-17.6451
2024-01-02 02:00:00,-10,-0.595356,-9.40464,-32.7944,-6.8488,-25.9456
2024-01-02 03:00:00,-14,-2.53818,-14.4618,-32.4769,-6.52296,-25.9539
2024-01-02 04:00:00,-10,-1.47585,-12.5242,-25.0667,-4.23942,-20.8273
2024-01-02 05:00:00,-8,-0.566052,-10.4339,-24.0831,-4.02039,-20.0627
2024-01-02 06:00:00,-8,-0.297314,-9.70269,-23.3258,-3.81953,-19.5063
2024-01-02 07:00:00,-7,-0.313721,-9.68628,-22.4748,-3.58225,-18.8925
2024-01-02 08:00:00,-4,0.863422,-6.86342,-22.0041,-3.45877,-18.5453
2024-01-02 09:00:00,-2,1.08401,-6.08401,-18.761,-2.51373,-16.2473
2024-01-02 10:00:00,-1,1.6254,-4.6254,-13.5754,-1.04874,-12.5267
2024-01-02 11:00:00,-4,1.26821,-5.26821,-17.4663,-2.3167,-15.1496
2024-01-02 12:00:00,-5,1.84424,-3.84424,-13.468,-1.11792,-12.3501
2024-01-02 13:00:00,-5,1.20328,-5.20328,-14.7756,-1.58068,-13.1949
2024-01-02 14:00:00,-8,-0.25831,-8.74169,-19.2106,-2.89662,-16.314
2024-01-02 15:00:00,-9,-1.04924,-10.9508,-18.2314,-2.53467,-15.6967
2024-01-02 16:00:00,-8,-1.5451,-12.4549,-18.9135,-2.72709,-16.1864
2024-01-02 17:00:00,-2,-0.283142,-9.71686,-14.7255,-1.4718,-13.2537
2024-01-02 18:00:00,-1,0.570763,-7.57076,-11.3027,-0.530572,-10.7721
2024-01-02 19:00:00,-5,0.220003,-8.22,-15.4288,-1.8347,-13.5941
2024-01-02 20:00:00,-3,0.220356,-8.22036,-16.1523,-2.00915,-14.1432
2024-01-02 21:00:00,-1,0.513363,-7.51336,-13.5778,-1.22938,-12.3484
2024-01-02 22:00:00,0,0.788018,-6.78802,-16.7301,-2.19841,-14.5317
2024-01-02 23:00:00,-2,0.760789,-6.76079,-14.1324,-1.38819,-12.7442
2024-01-03 00:00:00,-4,1.04255,-6.04255,-13.1483,-1.13129,-12.017
2024-01-03 01:00:00,-4,1.01523,-6.01523,-16.6048,-2.17877,-14.426
2024-01-03 02:00:00,0,2.47394,-2.47394,-15.921,-1.92467,-13.9963
2024-01-03 03:00:00,4,2.66337,-1.66337,-15.8986,-1.91167,-13.9869
2024-01-03 04:00:00,1,1.41863,-4.41863,-18.4693,-2.66288,-15.8064
2024-01-03 05:00:00,6,3.22291,-0.222912,-15.596,-1.76222,-13.8338
2024-01-03 06:00:00,17,6.64615,8.35385,-3.92156,1.64669,-5.56825
2024-01-03 07:00:00,13,4.89373,5.10627,-1.03738,2.26726,-3.30464
2024-01-03 08:00:00,8,3.68049,2.31951,-7.13604,0.320747,-7.45679
2024-01-03 09:00:00,2,1.35315,-3.35315,-15.3704,-2.07064,-13.2998
2024-01-03 10:00:00,-2,0.613146,-5.61315,-20.3895,-3.40048,-16.989
2024-01-03 11:00:00,0,1.89839,-2.89839,-19.4278,-2.96821,-16.4596
2024-01-03 12:00:00,-2,2.46122,-1.46122,-18.7123,-2.70559,-16.0067
2024-01-03 13:00:00,-4,1.24412,-4.24412,-19.8032,-3.00223,-16.801
2024-01-03 14:00:00,-3,1.01131,-5.01131,-20.7975,-3.25077,-17.5467
2024-01-03 15:00:00,9,3.99841,2.00159,-16.8169,-2.03115,-14.7858
2024-01-03 16:00:00,15,4.71169,4.28831,-11.3359,-0.463205,-10.8727
2024-01-03 17:00:00,9,2.23102,-1.23102,-12.2095,-0.834493,-11.375
2024-01-03 18:00:00,7,2.31805,-1.31805,-12.4393,-0.931255,-11.508
2024-01-03 19:00:00,6,2.92516,0.0748442,-14.9132,-1.67572,-13.2375
2024-01-03 20:00:00,-4,-0.642724,-8.35728,-22.0024,-3.72901,-18.2734
2024-01-03 21:00:00,-12,-2.78509,-14.2149,-28.165,-5.39812,-22.7669
2024-01-03 22:00:00,-14,-3.72511,-17.2749,-26.9331,-4.85485,-22.0783
2024-01-03 23:00:00,-13,-2.05993,-13.9401,-22.1154,-3.3695,-18.7459
2024-01-04 00:00:00,-14,-1.45651,-12.5435,-17.479,-2.04421,-15.4348
2024-01-04 01:00:00,-12,-1.16181,-11.8382,-17.8245,-2.23225,-15.5923
2024-01-04 02:00:00,-10,-0.278111,-9.72189,-18.5392,-2.46449,-16.0747
2024-01-04 03:00:00,-7,-0.323676,-9.67632,-18.4405,-2.43271,-16.0078
2024-01-04 04:00:00,-7,-0.629497,-10.3705,-17.8798,-2.2696,-15.6102
2024-01-04 05:00:00,-6,-0.0244152,-8.97558,-16.8601,-1.98009,-14.88
2024-01-04 06:00:00,-2,1.41808,-5.41808,-15.778,-1.68428,-14.0937
2024-01-04 07:00:00,2,2.19667,-3.19667,-13.455,-1.02995,-12.425
2024-01-04 08:00:00,2,2.095,-3.095,-13.6095,-1.13349,-12.476
2024-01-04 09:00:00,1,1.74893,-3.74893,-11.9999,-0.683468,-11.3164
2024-01-04 10:00:00,4,2.61682,-1.61682,-10.6871,-0.343719,-10.3434
2024-01-04 11:00:00,3,3.13058,-0.130581,-11.7313,-0.701048,-11.0303
2024-01-04 12:00:00,0,2.75841,-0.758412,-10.9489,-0.478273,-10.4706
2024-01-04 13:00:00,-4,1.55527,-3.55527,-10.2591,-0.301232,-9.95787
2024-01-04 14:00:00,-8,-0.454236,-8.54576,-12.331,-0.940672,-11.3903
2024-01-04 15:00:00,-9,-1.19241,-10.8076,-12.7886,-1.05346,-11.7351
2024-01-04 16:00:00,-6,-1.07568,-10.9243,-12.2099,-0.87077,-11.3391
2024-01-04 17:00:00,-1,-0.131949,-8.86805,-13.3672,-1.21897,-12.1482
2024-01-04 18:00:00,-2,0.145948,-8.14595,-14.3957,-1.50298,-12.8927
2024-01-04 19:00:00,-4,0.133033,-8.13303,-15.9461,-1.93306,-14.013
2024-01-04 20:00:00,-5,-0.455768,-9.54423,-16.5537,-2.07029,-14.4834
2024-01-04 21:00:00,-7,-1.29863,-11.7014,-17.4796,-2.31114,-15.1685
2024-01-04 22:00:00,-6,-1.22232,-11.7777,-17.5706,-2.30176,-15.2688
2024-01-04 23:00:00,-6,-0.00696323,-8.99304,-13.0947,-0.960891,-12.1338
2024-01-05 00:00:00,-7,0.531274,-7.53127,-11.1982,-0.471909,-10.7263
2024-01-05 01:00:00,-9,-0.108391,-8.89161,-12.5108,-0.918298,-11.5925
2024-01-05 02:00:00,-12,-1.85783,-13.1422,-14.0789,-1.383,-12.6959
2024-01-05 03:00:00,-13,-2.03353,-13.9665,-6.10415,0.988353,-7.0925
2024-01-05 04:00:00,-14,-2.84748,-16.1525,-7.25396,0.50357,-7.75753
2024-01-05 05:00:00,-14,-1.86588,-14.1341,-9.15772,-0.0963759,-9.06134
2024-01-05 06:00:00,-14,-1.86936,-14.1306,-7.33209,0.448156,-7.78025
2024-01-05 07:00:00,-14,-2.1492,-14.8508,-7.60364,0.325788,-7.92943
2024-01-05 08:00:00,-11,-0.936563,-12.0634,-8.24494,0.118925,-8.36386
2024-01-05 09:00:00,-8,-0.696427,-11.3036,-9.89009,-0.368241,-9.52185
2024-01-05 10:00:00,-4,1.03714,-7.03714,-8.7526,-0.00897807,-8.74362
2024-01-05 11:00:00,-2,2.08723,-4.08723,-10.7986,-0.627303,-10.1713
2024-01-05 12:00:00,-4,2.25005,-3.25005,-8.91445,-0.0406472,-8.8738
2024-01-05 13:00:00,-5,1.28061,-5.28061,-10.0189,-0.391122,-9.62778
2024-01-05 14:00:00,-6,0.401121,-7.40112,-11.9735,-0.955359,-11.0181
2024-01-05 15:00:00,-5,0.149131,-8.14913,-11.7781,-0.857937,-10.9202
2024-01-05 16:00:00,-5,-1.00069,-10.9993,-11.9638,-0.900141,-11.0637
2024-01-05 17:00:00,-4,-0.91385,-11.0862,-11.848,-0.854342,-10.9937
2024-01-05 18:00:00,1,1.18544,-6.18544,-10.193,-0.361888,-9.83111
2024-01-05 19:00:00,4,2.8425,-1.8425,-7.66023,0.356664,-8.01689
2024-01-05 20:00:00,2,1.51044,-4.51044,-7.43905,0.36331,-7.80236
2024-01-05 21:00:00,0,0.926787,-5.92679,-5.73759,0.833843,-6.57143
2024-01-05 22:00:00,-2,0.0667847,-8.06678,-7.97644,0.122822,-8.09926
2024-01-05 23:00:00,-3,0.420065,-7.42006,-6.24547,0.647567,-6.89304
2024-01-06 00:00:00,-4,1.0117,-6.0117,-5.02651,0.971592,-5.9981
2024-01-06 01:00:00,-7,0.388385,-7.38838,-5.39506,0.821554,-6.21661
2024-01-06 02:00:00,-9,-0.175817,-8.82418,-6.94801,0.348089,-7.2961
2024-01-06 03:00:00,-8,-0.719114,-10.2809,-6.66474,0.447108,-7.11185
2024-01-06 04:00:00,-4,0.222401,-8.2224,-6.75819,0.41475,-7.17294
2024-01-06 05:00:00,-4,0.487987,-7.48799,-6.33388,0.536926,-6.87081
2024-01-06 06:00:00,-1,1.64187,-4.64187,-4.90211,0.946737,-5.84885
2024-01-06 07:00:00,1,1.85076,-3.85076,-3.46352,1.33572,-4.79924
2024-01-06 08:00:00,2,2.08862,-3.08862,-2.7067,1.51351,-4.22021
2024-01-06 09:00:00,2,2.0372,-3.0372,-4.5338,0.936534,-5.47033
2024-01-06 10:00:00,3,2.3005,-2.3005,-5.13159,0.771476,-5.90307
2024-01-06 11:00:00,4,3.43633,0.563665,-6.57563,0.354006,-6.92964
2024-01-06 12:00:00,2,3.33335,0.666649,-6.68784,0.347649,-7.03549
2024-01-06 13:00:00,0,2.39712,-1.39712,-5.33905,0.755802,-6.09485
2024-01-06 14:00:00,-2,1.23902,-4.23903,-3.48439,1.28104,-4.76543
2024-01-06 15:00:00,1,1.60467,-3.60467,-5.42877,0.664295,-6.09307
2024-01-06 16:00:00,4,1.60871,-3.60871,-4.70612,0.893284,-5.5994
2024-01-06 17:00:00,6,1.31715,-4.31715,-4.83638,0.842074,-5.67845
2024-01-06 18:00:00,7,2.51528,-1.51528,-4.47903,0.94219,-5.42122
2024-01-06 19:00:00,7,3.32989,0.670106,-5.34511,0.67505,-6.02016
2024-01-06 20:00:00,5,2.06576,-2.06576,-6.49653,0.344637,-6.84117
2024-01-06 21:00:00,1,0.920995,-4.921,-7.12129,0.183081,-7.30437
2024-01-06 22:00:00,0,0.410379,-6.41038,-7.27261,0.158332,-7.43094
2024-01-06 23:00:00,-1,0.771979,-5.77198,-3.77919,1.19902,-4.97821
2024-01-07 00:00:00,-1,1.66842,-3.66842,-1.06118,1.93921,-3.00039
2024-01-07 01:00:00,-1,1.91797,-2.91797,0.102685,2.20596,-2.10328
2024-01-07 02:00:00,-1,1.884,-2.884,0.887467,2.37769,-1.49022
2024-01-07 03:00:00,-2,0.689265,-5.68927,1.40199,2.47931,-1.07732
2024-01-07 04:00:00,-1,0.754178,-5.75418,2.14847,2.65722,-0.50875
2024-01-07 05:00:00,-1,1.36632,-4.36632,2.60848,2.74962,-0.141137
2024-01-07 06:00:00,2,2.2245,-2.2245,2.75374,2.75474,-0.00100312
2024-01-07 07:00:00,4,2.45409,-1.45409,1.53193,2.36548,-0.833545
2024-01-07 08:00:00,8,3.58469,1.41531,-1.66908,1.4232,-3.09228
2024-01-07 09:00:00,8,3.48156,1.51844,-3.99678,0.789406,-4.78619
2024-01-07 10:00:00,8,3.42998,1.57002,-5.83046,0.309078,-6.13954
2024-01-07 11:00:00,8,3.98317,3.01683,-6.88211,0.0592063,-6.94132
2024-01-07 12:00:00,7,4.50602,4.49398,-6.10467,0.337245,-6.44192
2024-01-07 13:00:00,2,2.66152,0.338483,-5.13753,0.634087,-5.77162
2024-01-07 14:00:00,-2,0.963155,-3.96316,-5.38275,0.555246,-5.938
2024-01-07 15:00:00,3,1.68045,-2.68045,-5.81896,0.432794,-6.25175
2024-01-07 16:00:00,10,3.16538,0.83462,-4.33673,0.881524,-5.21825
2024-01-07 17:00:00,16,3.96645,3.03355,-3.35788,1.14765,-4.50553
2024-01-07 18:00:00,15,4.46711,4.53289,-2.40553,1.40153,-3.80706
2024-01-07 19:00:00,15,5.26879,6.73121,2.82924,2.91246,-0.0832223
2024-01-07 20:00:00,14,4.28122,4.71878,2.01154,2.55522,-0.543676
2024-01-07 21:00:00,13,3.69092,3.30908,0.175139,1.97607,-1.80094
2024-01-07 22:00:00,14,3.71018,3.28982,0.469557,2.06831,-1.59875
2024-01-07 23:00:00,12,4.0014,3.9986,1.29572,2.29726,-1.00154
2024-01-08 00:00:00,9,3.97465,4.02535,0.162632,1.93538,-1.77274
2024-01-08 01:00:00,11,4.84145,6.15855,3.88526,3.03585,0.849414
2024-01-08 02:00:00,13,5.06447,6.93553,0.836589,2.06178,-1.22519
2024-01-08 03:00:00,12,4.12471,4.87529,-0.6768,1.63795,-2.31475
2024-01-08 04:00:00,11,3.26302,2.73698,3.01808,2.75411,0.263969
2024-01-08 05:00:00,11,4.20028,4.79972,0.628151,1.98684,-1.35868
2024-01-08 06:00:00,13,4.74801,6.25199,3.29096,2.78896,0.501996
2024-01-08 07:00:00,13,4.39724,5.60276,5.82144,3.48341,2.33803
2024-01-08 08:00:00,12,4.38677,5.61323,5.0985,3.19735,1.90115
2024-01-08 09:00:00,11,3.78359,4.21641,4.38835,2.96368,1.42467
2024-01-08 10:00:00,9,3.21918,2.78082,1.50341,2.10558,-0.602175
2024-01-08 11:00:00,10,4.14442,4.85558,-0.490299,1.56044,-2.05073
2024-01-08 12:00:00,9,4.9851,7.0149,-2.39529,1.04797,-3.44326
2024-01-08 13:00:00,9,4.32107,5.67893,-1.38287,1.40156,-2.78443
2024-01-08 14:00:00,12,4.61708,6.38292,2.00041,2.40419,-0.403784
2024-01-08 15:00:00,16,5.1769,7.8231,4.75601,3.15865,1.59737
2024-01-08 16:00:00,21,5.70856,9.29144,4.74381,3.08048,1.66333
2024-01-08 17:00:00,24,5.93286,10.0671,5.90657,3.38709,2.51948
2024-01-08 18:00:00,24,6.16782,10.8322,6.76474,3.59275,3.17199
2024-01-08 19:00:00,20,6.10994,10.8901,5.23737,3.09752,2.13985
2024-01-08 20:00:00,16,4.59853,7.40147,1.5482,2.0109,-0.462701
2024-01-08 21:00:00,11,2.60123,2.39877,-0.633819,1.42809,-2.06191
2024-01-08 22:00:00,11,2.45417,1.54583,0.398619,1.79214,-1.39352
2024-01-08 23:00:00,7,2.23731,0.762685,-1.93061,1.1119,-3.04251
2024-01-09 00:00:00,5,2.59276,1.40724,-0.0849245,1.70656,-1.79149
2024-01-09 01:00:00,6,2.90361,2.09639,1.12503,2.0507,-0.925675
2024-01-09 02:00:00,8,3.78427,4.21573,1.47837,2.13108,-0.65271
2024-01-09 03:00:00,9,3.14212,2.85788,-0.744132,1.46033,-2.20447
2024-01-09 04:00:00,9,2.57098,1.42902,0.365358,1.82046,-1.4551
2024-01-09 05:00:00,9,3.20167,2.79833,1.37996,2.10897,-0.729012
2024-01-09 06:00:00,9,3.4745,3.5255,1.14093,2.01559,-0.874662
2024-01-09 07:00:00,10,3.44878,3.55122,0.408032,1.79343,-1.3854
2024-01-09 08:00:00,10,3.43666,3.56334,-2.23191,1.02399,-3.2559
2024-01-09 09:00:00,10,3.13347,2.86653,0.840984,1.98009,-1.13911
2024-01-09 10:00:00,14,4.61805,6.38195,1.06036,2.0061,-0.945741
2024-01-09 11:00:00,15,5.70231,9.29769,3.12964,2.59834,0.531301
2024-01-09 12:00:00,12,5.58486,9.41514,4.56503,2.9719,1.59313
2024-01-09 13:00:00,8,3.75812,5.24188,3.56975,2.62735,0.942398
2024-01-09 14:00:00,11,4.12555,5.87445,2.18845,2.21121,-0.0227558
2024-01-09 15:00:00,12,3.53285,4.46715,3.48393,2.6065,0.877429
2024-01-09 16:00:00,8,1.50481,-0.504809,5.52261,3.18178,2.34083
2024-01-09 17:00:00,11,1.94362,0.0563801,4.03473,2.69098,1.34375
2024-01-09 18:00:00,12,3.16304,2.83696,2.71036,2.30232,0.408035
2024-01-09 19:00:00,13,4.29357,5.70643,3.86529,2.66016,1.20513
2024-01-09 20:00:00,9,2.43846,1.56154,4.99216,2.97226,2.0199
2024-01-09 21:00:00,9,2.51571,1.48429,5.20984,3.00426,2.20558
2024-01-09 22:00:00,9,2.24528,0.754721,4.12485,2.66293,1.46192
2024-01-09 23:00:00,7,2.27663,0.723366,2.99444,2.33553,0.658915
2024-01-10 00:00:00,4,2.29233,0.707665,4.14634,2.6926,1.45374
2024-01-10 01:00:00,4,2.59704,1.40296,5.45055,3.05842,2.39213
2024-01-10 02:00:00,8,3.76317,4.23683,4.48036,2.73852,1.74184
2024-01-10 03:00:00,12,3.97829,5.02171,5.969,3.17761,2.79139
2024-01-10 04:00:00,12,3.63094,4.36906,6.50776,3.30223,3.20553
2024-01-10 05:00:00,12,4.20932,5.79068,6.59402,3.29899,3.29503
2024-01-10 06:00:00,18,5.92477,10.0752,9.34632,4.08969,5.25663
2024-01-10 07:00:00,20,6.07653,10.9235,11.019,4.51446,6.50454
2024-01-10 08:00:00,16,5.10479,8.89521,8.10689,3.58964,4.51725
2024-01-10 09:00:00,6,1.57207,0.427926,2.30647,1.89783,0.408638
2024-01-10 10:00:00,3,1.48873,-0.488734,4.89671,2.76562,2.13109
2024-01-10 11:00:00,4,2.17452,0.82548,1.15679,1.65202,-0.49523
2024-01-10 12:00:00,5,3.36632,3.63368,-4.5627,0.0380663,-4.60077
2024-01-10 13:00:00,-1,1.24658,-1.24658,-3.61904,0.454647,-4.07369
2024-01-10 14:00:00,0,1.0682,-2.0682,-3.07389,0.660651,-3.73454
2024-01-10 15:00:00,0,0.545055,-3.54506,-1.79619,1.05989,-2.85608
2024-01-10 16:00:00,1,-0.263515,-5.73649,-1.02975,1.28177,-2.31152
2024-01-10 17:00:00,1,-0.458889,-6.54111,-2.35101,0.884023,-3.23503
2024-01-10 18:00:00,2,0.497626,-4.49763,-4.75283,0.202067,-4.9549
2024-01-10 19:00:00,2,1.37006,-2.37006,0.0541802,1.67599,-1.62181
2024-01-10 20:00:00,2,0.734101,-3.7341,-2.88862,0.745108,-3.63373
2024-01-10 21:00:00,-2,-0.712371,-7.28763,-4.58366,0.282116,-4.86578
2024-01-10 22:00:00,1,-0.0158639,-5.98414,-5.46566,0.0680293,-5.53369
2024-01-10 23:00:00,1,0.878532,-3.87853,-7.47501,-0.485182,-6.98983
2024-01-11 00:00:00,0,1.72168,-1.72168,-4.05203,0.583157,-4.63519
2024-01-11 01:00:00,0,1.65538,-1.65538,0.337024,1.84229,-1.50527
2024-01-11 02:00:00,1,1.62895,-1.62895,6.11286,3.45453,2.65833
2024-01-11 03:00:00,1,1.02447,-3.02447,6.1484,3.31926,2.82914
2024-01-11 04:00:00,-1,0.168649,-5.16865,4.39456,2.73426,1.6603
2024-01-11 05:00:00,-3,0.234566,-5.23457,-0.503245,1.28027,-1.78351
2024-01-11 06:00:00,-4,-0.0311877,-5.96881,-2.89854,0.648909,-3.54745
2024-01-11 07:00:00,-8,-1.46613,-9.53387,-2.83879,0.734165,-3.57296
2024-01-11 08:00:00,-11,-1.93767,-11.0623,-0.74818,1.37809,-2.12627
2024-01-11 09:00:00,-8,-1.25394,-9.74606,-4.18311,0.343814,-4.52692
2024-01-11 10:00:00,-6,-0.648506,-8.35149,-2.61365,0.866917,-3.48057
2024-01-11 11:00:00,-7,-0.0738977,-6.9261,-5.06017,0.142043,-5.20221
2024-01-11 12:00:00,-6,1.07126,-4.07126,-4.88647,0.243486,-5.12996
2024-01-11 13:00:00,-7,0.397844,-5.39784,-4.97061,0.238774,-5.20938
2024-01-11 14:00:00,-7,-0.481554,-7.51845,-6.04101,-0.0607532,-5.98026
2024-01-11 15:00:00,-9,-1.6062,-10.3938,-6.80587,-0.254148,-6.55172
2024-01-11 16:00:00,-10,-2.68698,-13.313,-5.93662,0.0340264,-5.97065
2024-01-11 17:00:00,-4,-1.38686,-10.6131,-5.36497,0.204605,-5.56958
2024-01-11 18:00:00,-1,0.0723734,-7.07237,-5.54477,0.147607,-5.69238
2024-01-11 19:00:00,0,1.167,-4.167,-3.61008,0.722869,-4.33295
2024-01-11 20:00:00,1,0.769874,-4.76987,-5.76063,0.0568069,-5.81744
2024-01-11 21:00:00,0,0.155256,-6.15526,-6.17362,-0.0355051,-6.13811
2024-01-11 22:00:00,6,1.64669,-2.64669,-8.05742,-0.571633,-7.48579
2024-01-11 23:00:00,8,3.32031,1.67969,-8.24439,-0.580646,-7.66374
2024-01-12 00:00:00,8,3.7543,3.2457,-0.9647,1.58947,-2.55417
2024-01-12 01:00:00,8,3.64197,3.35803,0.632008,1.93758,-1.30558
2024-01-12 02:00:00,9,4.16529,4.83471,0.813866,1.91495,-1.10108
2024-01-12 03:00:00,10,3.49032,3.50968,1.56851,2.09408,-0.525571
2024-01-12 04:00:00,8,2.297,0.703001,2.07119,2.1992,-0.12801
2024-01-12 05:00:00,5,2.34901,0.650994,1.32349,1.942,-0.618512
2024-01-12 06:00:00,7,2.94765,2.05235,1.75847,2.05974,-0.301274
2024-01-12 07:00:00,6,2.32089,0.679112,1.80917,2.05333,-0.244157
2024-01-12 08:00:00,2,1.45693,-1.45693,0.344585,1.60578,-1.26119
2024-01-12 09:00:00,-1,0.338185,-4.33818,-0.59144,1.34521,-1.93665
2024-01-12 10:00:00,-3,-0.15213,-5.84787,-0.673526,1.3398,-2.01333
2024-01-12 11:00:00,-5,0.224962,-5.22496,-0.0524104,1.52981,-1.58223
2024-01-12 12:00:00,-5,1.13353,-3.13353,-0.536192,1.37799,-1.91418
2024-01-12 13:00:00,-3,1.09832,-3.09832,0.134978,1.58061,-1.44563
2024-01-12 14:00:00,-3,0.502463,-4.50246,-2.22551,0.87294,-3.09845
2024-01-12 15:00:00,-3,-0.0501029,-5.9499,-2.62365,0.794548,-3.4182
2024-01-12 16:00:00,-3,-1.17442,-8.82558,-2.50086,0.852508,-3.35337
2024-01-12 17:00:00,1,-0.482727,-7.51727,-1.32512,1.20749,-2.53261
2024-01-12 18:00:00,2,0.707172,-4.70717,-1.41619,1.16429,-2.58048
2024-01-12 19:00:00,3,1.82676,-1.82676,-1.45321,1.14992,-2.60313
2024-01-12 20:00:00,3,1.14477,-3.14477,-1.85164,1.03098,-2.88262
2024-01-12 21:00:00,4,1.43805,-2.43805,-2.51382,0.841949,-3.35577
2024-01-12 22:00:00,7,1.99965,-0.999646,-0.577603,1.42653,-2.00414
2024-01-12 23:00:00,5,1.94608,-0.946083,-0.758221,1.34217,-2.10039
2024-01-13 00:00:00,0,1.33001,-2.33001,-1.86667,1.00693,-2.8736
2024-01-13 01:00:00,0,1.3496,-2.3496,-2.68085,0.78203,-3.46288
2024-01-13 02:00:00,3,2.52952,0.470485,-1.77023,1.06972,-2.83995
2024-01-13 03:00:00,5,2.15723,-0.15723,-0.994425,1.28882,-2.28325
2024-01-13 04:00:00,5,1.84758,-0.847577,-1.18616,1.21488,-2.40104
2024-01-13 05:00:00,4,2.14659,-0.146588,-1.32272,1.1705,-2.49322
2024-01-13 06:00:00,6,2.71229,1.28771,-1.38115,1.15211,-2.53326
2024-01-13 07:00:00,5,2.07168,-0.0716753,-0.753592,1.3359,-2.08949
2024-01-13 08:00:00,1,1.19989,-2.19989,-1.57762,1.07948,-2.6571
2024-01-13 09:00:00,-2,0.0762363,-5.07624,-1.47026,1.11998,-2.59024
2024-01-13 10:00:00,-2,0.171839,-5.17184,-1.89195,0.995336,-2.88729
2024-01-13 11:00:00,-4,0.508697,-4.5087,-0.491709,1.41499,-1.9067
2024-01-13 12:00:00,-5,1.10538,-3.10538,0.444767,1.66638,-1.22161
2024-01-13 13:00:00,-5,0.489227,-4.48923,0.628491,1.69225,-1.06376
2024-01-13 14:00:00,-3,0.520744,-4.52074,0.753612,1.71115,-0.957536
2024-01-13 15:00:00,2,1.41775,-2.41775,0.824708,1.71797,-0.89326
2024-01-13 16:00:00,4,1.07459,-3.07459,-1.94673,0.890211,-2.83694
2024-01-13 17:00:00,10,1.95967,-0.959674,-5.15909,-0.0117444,-5.14735
2024-01-13 18:00:00,12,3.37287,2.62713,-6.67882,-0.382994,-6.29583
2024-01-13 19:00:00,11,3.84014,4.15986,-8.26687,-0.788019,-7.47885
2024-01-13 20:00:00,7,1.97735,0.0226475,-10.7872,-1.4665,-9.3207
2024-01-13 21:00:00,6,1.44837,-1.44837,-10.9659,-1.4351,-9.5308
2024-01-13 22:00:00,6,1.49541,-1.49541,-11.0876,-1.42173,-9.66587
2024-01-13 23:00:00,6,2.39475,0.605246,-8.70282,-0.68302,-8.0198
2024-01-14 00:00:00,5,2.63949,1.36051,-3.6894,0.775223,-4.46462
2024-01-14 01:00:00,4,2.60029,1.39971,-1.59806,1.29796,-2.89602
2024-01-14 02:00:00,4,2.57899,1.42101,-2.12613,1.06791,-3.19404
2024-01-14 03:00:00,3,1.38523,-1.38523,-3.17443,0.732936,-3.90737
2024-01-14 04:00:00,5,1.74349,-0.743495,-5.10702,0.164291,-5.27131
2024-01-14 05:00:00,3,1.45123,-1.45123,-3.39068,0.700639,-4.09132
2024-01-14 06:00:00,2,1.47326,-1.47326,-4.89336,0.235007,-5.12837
2024-01-14 07:00:00,1,0.893798,-2.8938,-6.92898,-0.344608,-6.58437
2024-01-14 08:00:00,1,1.23209,-2.23209,-7.47867,-0.460973,-7.0177
2024-01-14 09:00:00,-1,0.0543599,-5.05436,-14.3185,-2.44505,-11.8735
